Sentence #,Word,POS,Tag
Sentence: 1,It,0,O
,happened,0,O
,that,0,O
,a,0,O
,Fisher,0,B-per
,",",0,O
,after,0,O
,fishing,0,O
,all,0,O
,day,0,O
,",",0,O
,caught,0,O
,only,0,O
,a,0,O
,little,0,O
,fish,0,B-per
,.,0,O
Sentence: 2,“,0,O
,Pray,0,O
,",",0,O
,let,0,O
,me,0,O
,go,0,O
,",",0,O
,master,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Fish,0,B-per
,.,0,O
Sentence: 3,“,0,O
,I,0,O
,am,0,O
,much,0,O
,too,0,O
,small,0,O
,for,0,O
,your,0,O
,eating,0,O
,just,0,O
,now,0,O
,.,0,O
Sentence: 4,If,0,O
,you,0,O
,put,0,O
,me,0,O
,back,0,O
,into,0,O
,the,0,O
,river,0,O
,I,0,O
,shall,0,O
,soon,0,O
,grow,0,O
,",",0,O
,then,0,O
,you,0,O
,can,0,O
,make,0,O
,a,0,O
,fine,0,O
,meal,0,O
,off,0,O
,me.,0,O
,”,0,O
,“,0,O
,Nay,0,O
,",",0,O
,nay,0,O
,",",0,O
,my,0,O
,little,0,O
,Fish,0,B-per
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Fisher,0,B-per
,",",0,O
,“,0,O
,I,0,O
,have,0,O
,you,0,O
,now,0,O
,.,0,O
Sentence: 5,I,0,O
,may,0,O
,not,0,O
,catch,0,O
,you,0,O
,hereafter.,0,O
,”,0,O
,A,0,O
,little,0,O
,thing,0,O
,in,0,O
,hand,0,O
,is,0,O
,worth,0,O
,more,0,O
,than,0,O
,a,0,O
,great,0,O
,thing,0,O
,in,0,O
,prospect,0,O
,.,0,O
Sentence: 1,A,0,O
,Horse,0,B-per
,and,0,O
,an,0,O
,Ass,0,B-per
,were,0,O
,travelling,0,O
,together,0,O
,",",0,O
,the,0,O
,Horse,0,B-per
,prancing,0,O
,along,0,O
,in,0,O
,its,0,O
,fine,0,O
,trappings,0,O
,",",0,O
,the,0,O
,Ass,0,B-per
,carrying,0,O
,with,0,O
,difficulty,0,O
,the,0,O
,heavy,0,O
,weight,0,O
,in,0,O
,its,0,O
,panniers,0,O
,.,0,O
Sentence: 2,“,0,O
,I,0,O
,wish,0,O
,I,0,O
,were,0,O
,you,0,O
,",",0,O
,”,0,O
,sighed,0,O
,the,0,O
,Ass,0,B-per
,;,0,O
,“,0,O
,nothing,0,O
,to,0,O
,do,0,O
,and,0,O
,well,0,O
,fed,0,O
,",",0,O
,and,0,O
,all,0,O
,that,0,O
,fine,0,O
,harness,0,O
,upon,0,O
,you.,0,O
,”,0,O
,Next,0,O
,day,0,O
,",",0,O
,however,0,O
,",",0,O
,there,0,O
,was,0,O
,a,0,O
,great,0,O
,battle,0,O
,",",0,O
,and,0,O
,the,0,O
,Horse,0,B-per
,was,0,O
,wounded,0,O
,to,0,O
,death,0,O
,in,0,O
,the,0,O
,final,0,O
,charge,0,O
,of,0,O
,the,0,O
,day,0,O
,.,0,O
Sentence: 3,His,0,O
,friend,0,O
,",",0,O
,the,0,O
,Ass,0,B-per
,",",0,O
,happened,0,O
,to,0,O
,pass,0,O
,by,0,O
,shortly,0,O
,afterwards,0,O
,and,0,O
,found,0,O
,him,0,O
,on,0,O
,the,0,O
,point,0,O
,of,0,O
,death,0,O
,.,0,O
Sentence: 4,“,0,O
,I,0,O
,was,0,O
,wrong,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Ass,0,B-per
,:,0,O
,“,0,O
,Better,0,O
,humble,0,O
,security,0,O
,than,0,O
,gilded,0,O
,danger,0,O
,.,0,O
,”,0,O
Sentence: 1,A,0,O
,great,0,O
,conflict,0,O
,was,0,O
,about,0,O
,to,0,O
,come,0,O
,off,0,O
,between,0,O
,the,0,O
,Birds,0,B-per
,and,0,O
,the,0,O
,Beasts,0,B-per
,.,0,O
Sentence: 2,When,0,O
,the,0,O
,two,0,O
,armies,0,O
,were,0,O
,collected,0,O
,together,0,O
,the,0,O
,Bat,0,B-per
,hesitated,0,O
,which,0,O
,to,0,O
,join,0,O
,.,0,O
Sentence: 3,The,0,O
,Birds,0,B-per
,that,0,O
,passed,0,O
,his,0,O
,perch,0,O
,said,0,O
,:,0,O
,“,0,O
,Come,0,O
,with,0,O
,us,0,O
,”,0,O
,;,0,O
,but,0,O
,he,0,O
,said,0,O
,:,0,O
,“,0,O
,I,0,O
,am,0,O
,a,0,O
,Beast.,0,O
,”,0,O
,Later,0,O
,on,0,O
,",",0,O
,some,0,O
,Beasts,0,B-per
,who,0,O
,were,0,O
,passing,0,O
,underneath,0,O
,him,0,O
,looked,0,O
,up,0,O
,and,0,O
,said,0,O
,:,0,O
,“,0,O
,Come,0,O
,with,0,O
,us,0,O
,”,0,O
,;,0,O
,but,0,O
,he,0,O
,said,0,O
,:,0,O
,“,0,O
,I,0,O
,am,0,O
,a,0,O
,Bird.,0,O
,”,0,O
,Luckily,0,O
,at,0,O
,the,0,O
,last,0,O
,moment,0,O
,peace,0,O
,was,0,O
,made,0,O
,",",0,O
,and,0,O
,no,0,O
,battle,0,O
,took,0,O
,place,0,O
,",",0,O
,so,0,O
,the,0,O
,Bat,0,B-per
,came,0,O
,to,0,O
,the,0,O
,Birds,0,B-per
,and,0,O
,wished,0,O
,to,0,O
,join,0,O
,in,0,O
,the,0,O
,rejoicings,0,O
,",",0,O
,but,0,O
,they,0,O
,all,0,O
,turned,0,O
,against,0,O
,him,0,O
,and,0,O
,he,0,O
,had,0,O
,to,0,O
,fly,0,O
,away,0,O
,.,0,O
Sentence: 4,He,0,O
,then,0,O
,went,0,O
,to,0,O
,the,0,O
,Beasts,0,B-per
,",",0,O
,but,0,O
,soon,0,O
,had,0,O
,to,0,O
,beat,0,O
,a,0,O
,retreat,0,O
,",",0,O
,or,0,O
,else,0,O
,they,0,O
,would,0,O
,have,0,O
,torn,0,O
,him,0,O
,to,0,O
,pieces,0,O
,.,0,O
Sentence: 5,“,0,O
,Ah,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Bat,0,B-per
,",",0,O
,“,0,O
,I,0,O
,see,0,O
,now,0,O
,",",0,O
,“,0,O
,He,0,O
,that,0,O
,is,0,O
,neither,0,O
,one,0,O
,thing,0,O
,nor,0,O
,the,0,O
,other,0,O
,has,0,O
,no,0,O
,friends,0,O
,.,0,O
,”,0,O
Sentence: 1,The,0,O
,Hare,0,B-per
,was,0,O
,once,0,O
,boasting,0,O
,of,0,O
,his,0,O
,speed,0,O
,before,0,O
,the,0,O
,other,0,O
,animals,0,O
,.,0,O
Sentence: 2,“,0,O
,I,0,O
,have,0,O
,never,0,O
,yet,0,O
,been,0,O
,beaten,0,O
,",",0,O
,”,0,O
,said,0,O
,he,0,O
,",",0,O
,“,0,O
,when,0,O
,I,0,O
,put,0,O
,forth,0,O
,my,0,O
,full,0,O
,speed,0,O
,.,0,O
Sentence: 3,I,0,O
,challenge,0,O
,any,0,O
,one,0,O
,here,0,O
,to,0,O
,race,0,O
,with,0,O
,me.,0,O
,”,0,O
,The,0,O
,Tortoise,0,B-per
,said,0,O
,quietly,0,O
,",",0,O
,“,0,O
,I,0,O
,accept,0,O
,your,0,O
,challenge.,0,O
,”,0,O
,“,0,O
,That,0,O
,is,0,O
,a,0,O
,good,0,O
,joke,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Hare,0,B-per
,;,0,O
,“,0,O
,I,0,O
,could,0,O
,dance,0,O
,round,0,O
,you,0,O
,all,0,O
,the,0,O
,way.,0,O
,”,0,O
,“,0,O
,Keep,0,O
,your,0,O
,boasting,0,O
,till,0,O
,you,0,O
,’,0,O
,ve,0,O
,beaten,0,O
,",",0,O
,”,0,O
,answered,0,O
,the,0,O
,Tortoise,0,B-per
,.,0,O
Sentence: 4,“,0,O
,Shall,0,O
,we,0,O
,race,0,O
,?,0,O
,”,0,O
,So,0,O
,a,0,O
,course,0,O
,was,0,O
,fixed,0,O
,and,0,O
,a,0,O
,start,0,O
,was,0,O
,made,0,O
,.,0,O
Sentence: 5,The,0,O
,Hare,0,B-per
,darted,0,O
,almost,0,O
,out,0,O
,of,0,O
,sight,0,O
,at,0,O
,once,0,O
,",",0,O
,but,0,O
,soon,0,O
,stopped,0,O
,and,0,O
,",",0,O
,to,0,O
,show,0,O
,his,0,O
,contempt,0,O
,for,0,O
,the,0,O
,Tortoise,0,B-per
,",",0,O
,lay,0,O
,down,0,O
,to,0,O
,have,0,O
,a,0,O
,nap,0,O
,.,0,O
Sentence: 6,The,0,O
,Tortoise,0,B-per
,plodded,0,O
,on,0,O
,and,0,O
,plodded,0,O
,on,0,O
,",",0,O
,and,0,O
,when,0,O
,the,0,O
,Hare,0,B-per
,awoke,0,O
,from,0,O
,his,0,O
,nap,0,O
,",",0,O
,he,0,O
,saw,0,O
,the,0,O
,Tortoise,0,B-per
,just,0,O
,near,0,O
,the,0,O
,winning-post,0,O
,and,0,O
,could,0,O
,not,0,O
,run,0,O
,up,0,O
,in,0,O
,time,0,O
,to,0,O
,save,0,O
,the,0,O
,race,0,O
,.,0,O
Sentence: 7,Then,0,O
,said,0,O
,the,0,O
,Tortoise,0,B-per
,:,0,O
,“,0,O
,Plodding,0,O
,wins,0,O
,the,0,O
,race,0,O
,.,0,O
,”,0,O
Sentence: 1,A,0,O
,Fox,0,B-per
,after,0,O
,crossing,0,O
,a,0,O
,river,0,O
,got,0,O
,its,0,O
,tail,0,O
,entangled,0,O
,in,0,O
,a,0,O
,bush,0,O
,",",0,O
,and,0,O
,could,0,O
,not,0,O
,move,0,O
,.,0,O
Sentence: 2,A,0,O
,number,0,O
,of,0,O
,Mosquitoes,0,B-per
,seeing,0,O
,its,0,O
,plight,0,O
,settled,0,O
,upon,0,O
,it,0,O
,and,0,O
,enjoyed,0,O
,a,0,O
,good,0,O
,meal,0,O
,undisturbed,0,O
,by,0,O
,its,0,O
,tail,0,O
,.,0,O
Sentence: 3,A,0,O
,hedgehog,0,B-per
,strolling,0,O
,by,0,O
,took,0,O
,pity,0,O
,upon,0,O
,the,0,O
,Fox,0,B-per
,and,0,O
,went,0,O
,up,0,O
,to,0,O
,him,0,O
,:,0,O
,“,0,O
,You,0,O
,are,0,O
,in,0,O
,a,0,O
,bad,0,O
,way,0,O
,",",0,O
,neighbour,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,hedgehog,0,B-per
,;,0,O
,“,0,O
,shall,0,O
,I,0,O
,relieve,0,O
,you,0,O
,by,0,O
,driving,0,O
,off,0,O
,those,0,O
,Mosquitoes,0,B-per
,who,0,O
,are,0,O
,sucking,0,O
,your,0,O
,blood,0,O
,?,0,O
,”,0,O
,“,0,O
,Thank,0,O
,you,0,O
,",",0,O
,Master,0,O
,Hedgehog,0,B-per
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Fox,0,B-per
,",",0,O
,“,0,O
,but,0,O
,I,0,O
,would,0,O
,rather,0,O
,not.,0,O
,”,0,O
,“,0,O
,Why,0,O
,",",0,O
,how,0,O
,is,0,O
,that,0,O
,?,0,O
,”,0,O
,asked,0,O
,the,0,O
,hedgehog,0,B-per
,.,0,O
Sentence: 4,“,0,O
,Well,0,O
,",",0,O
,you,0,O
,see,0,O
,",",0,O
,”,0,O
,was,0,O
,the,0,O
,answer,0,O
,",",0,O
,“,0,O
,these,0,O
,Mosquitoes,0,B-per
,have,0,O
,had,0,O
,their,0,O
,fill,0,O
,;,0,O
,if,0,O
,you,0,O
,drive,0,O
,these,0,O
,away,0,O
,",",0,O
,others,0,O
,will,0,O
,come,0,O
,with,0,O
,fresh,0,O
,appetite,0,O
,and,0,O
,bleed,0,O
,me,0,O
,to,0,O
,death,0,O
,.,0,O
,”,0,O
Sentence: 1,A,0,O
,slave,0,O
,named,0,O
,Androcles,0,B-per
,once,0,O
,escaped,0,O
,from,0,O
,his,0,O
,master,0,O
,and,0,O
,fled,0,O
,to,0,O
,the,0,O
,forest,0,O
,.,0,O
Sentence: 2,As,0,O
,he,0,O
,was,0,O
,wandering,0,O
,about,0,O
,there,0,O
,he,0,O
,came,0,O
,upon,0,O
,a,0,O
,Lion,0,B-per
,lying,0,O
,down,0,O
,moaning,0,O
,and,0,O
,groaning,0,O
,.,0,O
Sentence: 3,At,0,O
,first,0,O
,he,0,O
,turned,0,O
,to,0,O
,flee,0,O
,",",0,O
,but,0,O
,finding,0,O
,that,0,O
,the,0,O
,Lion,0,B-per
,did,0,O
,not,0,O
,pursue,0,O
,him,0,O
,",",0,O
,he,0,O
,turned,0,O
,back,0,O
,and,0,O
,went,0,O
,up,0,O
,to,0,O
,him,0,O
,.,0,O
Sentence: 4,As,0,O
,he,0,O
,came,0,O
,near,0,O
,",",0,O
,the,0,O
,Lion,0,B-per
,put,0,O
,out,0,O
,his,0,O
,paw,0,O
,",",0,O
,which,0,O
,was,0,O
,all,0,O
,swollen,0,O
,and,0,O
,bleeding,0,O
,",",0,O
,and,0,O
,Androcles,0,B-per
,found,0,O
,that,0,O
,a,0,O
,huge,0,O
,thorn,0,O
,had,0,O
,got,0,O
,into,0,O
,it,0,O
,",",0,O
,and,0,O
,was,0,O
,causing,0,O
,all,0,O
,the,0,O
,pain,0,O
,.,0,O
Sentence: 5,He,0,O
,pulled,0,O
,out,0,O
,the,0,O
,thorn,0,O
,and,0,O
,bound,0,O
,up,0,O
,the,0,O
,paw,0,O
,of,0,O
,the,0,O
,Lion,0,B-per
,",",0,O
,who,0,O
,was,0,O
,soon,0,O
,able,0,O
,to,0,O
,rise,0,O
,and,0,O
,lick,0,O
,the,0,O
,hand,0,O
,of,0,O
,Androcles,0,B-per
,like,0,O
,a,0,O
,dog,0,O
,.,0,O
Sentence: 6,Then,0,O
,the,0,O
,Lion,0,B-per
,took,0,O
,Androcles,0,B-per
,to,0,O
,his,0,O
,cave,0,O
,",",0,O
,and,0,O
,every,0,O
,day,0,O
,used,0,O
,to,0,O
,bring,0,O
,him,0,O
,meat,0,O
,from,0,O
,which,0,O
,to,0,O
,live,0,O
,.,0,O
Sentence: 7,But,0,O
,shortly,0,O
,afterwards,0,O
,both,0,O
,Androcles,0,B-per
,and,0,O
,the,0,O
,Lion,0,B-per
,were,0,O
,captured,0,O
,",",0,O
,and,0,O
,the,0,O
,slave,0,O
,was,0,O
,sentenced,0,O
,to,0,O
,be,0,O
,thrown,0,O
,to,0,O
,the,0,O
,Lion,0,B-per
,",",0,O
,after,0,O
,the,0,O
,latter,0,O
,had,0,O
,been,0,O
,kept,0,O
,without,0,O
,food,0,O
,for,0,O
,several,0,O
,days,0,O
,.,0,O
Sentence: 8,The,0,O
,Emperor,0,O
,and,0,O
,all,0,O
,his,0,O
,Court,0,O
,came,0,O
,to,0,O
,see,0,O
,the,0,O
,spectacle,0,O
,",",0,O
,and,0,O
,Androcles,0,B-per
,was,0,O
,led,0,O
,out,0,O
,into,0,O
,the,0,O
,middle,0,O
,of,0,O
,the,0,O
,arena,0,O
,.,0,O
Sentence: 9,Soon,0,O
,the,0,O
,Lion,0,B-per
,was,0,O
,let,0,O
,loose,0,O
,from,0,O
,his,0,O
,den,0,O
,",",0,O
,and,0,O
,rushed,0,O
,bounding,0,O
,and,0,O
,roaring,0,O
,towards,0,O
,his,0,O
,victim,0,O
,.,0,O
Sentence: 10,But,0,O
,as,0,O
,soon,0,O
,as,0,O
,he,0,O
,came,0,O
,near,0,O
,to,0,O
,Androcles,0,B-per
,he,0,O
,recognised,0,O
,his,0,O
,friend,0,O
,",",0,O
,and,0,O
,fawned,0,O
,upon,0,O
,him,0,O
,",",0,O
,and,0,O
,licked,0,O
,his,0,O
,hands,0,O
,like,0,O
,a,0,O
,friendly,0,O
,dog,0,O
,.,0,O
Sentence: 11,The,0,O
,Emperor,0,O
,",",0,O
,surprised,0,O
,at,0,O
,this,0,O
,",",0,O
,summoned,0,O
,Androcles,0,B-per
,to,0,O
,him,0,O
,",",0,O
,who,0,O
,told,0,O
,him,0,O
,the,0,O
,whole,0,O
,story,0,O
,.,0,O
Sentence: 12,Whereupon,0,O
,the,0,O
,slave,0,O
,was,0,O
,pardoned,0,O
,and,0,O
,freed,0,O
,",",0,O
,and,0,O
,the,0,O
,Lion,0,B-per
,let,0,O
,loose,0,O
,to,0,O
,his,0,O
,native,0,O
,forest,0,O
,.,0,O
Sentence: 13,Gratitude,0,O
,is,0,O
,the,0,O
,sign,0,O
,of,0,O
,noble,0,O
,souls,0,O
,.,0,O
Sentence: 14,A,0,O
,Fox,0,O
,after,0,O
,crossing,0,O
,a,0,O
,river,0,O
,got,0,O
,its,0,O
,tail,0,O
,entangled,0,O
,in,0,O
,a,0,O
,bush,0,O
,",",0,O
,and,0,O
,could,0,O
,not,0,O
,move,0,O
,.,0,O
Sentence: 15,A,0,O
,number,0,O
,of,0,O
,Mosquitoes,0,O
,seeing,0,O
,its,0,O
,plight,0,O
,settled,0,O
,upon,0,O
,it,0,O
,and,0,O
,enjoyed,0,O
,a,0,O
,good,0,O
,meal,0,O
,undisturbed,0,O
,by,0,O
,its,0,O
,tail,0,O
,.,0,O
Sentence: 16,A,0,O
,hedgehog,0,O
,strolling,0,O
,by,0,O
,took,0,O
,pity,0,O
,upon,0,O
,the,0,O
,Fox,0,O
,and,0,O
,went,0,O
,up,0,O
,to,0,O
,him,0,O
,:,0,O
,“,0,O
,You,0,O
,are,0,O
,in,0,O
,a,0,O
,bad,0,O
,way,0,O
,",",0,O
,neighbour,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,hedgehog,0,O
,;,0,O
,“,0,O
,shall,0,O
,I,0,O
,relieve,0,O
,you,0,O
,by,0,O
,driving,0,O
,off,0,O
,those,0,O
,Mosquitoes,0,O
,who,0,O
,are,0,O
,sucking,0,O
,your,0,O
,blood,0,O
,?,0,O
,”,0,O
,“,0,O
,Thank,0,O
,you,0,O
,",",0,O
,Master,0,O
,Hedgehog,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Fox,0,O
,",",0,O
,“,0,O
,but,0,O
,I,0,O
,would,0,O
,rather,0,O
,not.,0,O
,”,0,O
,“,0,O
,Why,0,O
,",",0,O
,how,0,O
,is,0,O
,that,0,O
,?,0,O
,”,0,O
,asked,0,O
,the,0,O
,hedgehog,0,O
,.,0,O
Sentence: 17,“,0,O
,Well,0,O
,",",0,O
,you,0,O
,see,0,O
,",",0,O
,”,0,O
,was,0,O
,the,0,O
,answer,0,O
,",",0,O
,“,0,O
,these,0,O
,Mosquitoes,0,O
,have,0,O
,had,0,O
,their,0,O
,fill,0,O
,;,0,O
,if,0,O
,you,0,O
,drive,0,O
,these,0,O
,away,0,O
,",",0,O
,others,0,O
,will,0,O
,come,0,O
,with,0,O
,fresh,0,O
,appetite,0,O
,and,0,O
,bleed,0,O
,me,0,O
,to,0,O
,death,0,O
,.,0,O
,”,0,O
Sentence: 1,A,0,O
,Hart,0,B-per
,hotly,0,O
,pursued,0,O
,by,0,O
,the,0,O
,hounds,0,O
,fled,0,O
,for,0,O
,refuge,0,O
,into,0,O
,an,0,O
,ox-stall,0,O
,",",0,O
,and,0,O
,buried,0,O
,itself,0,O
,in,0,O
,a,0,O
,truss,0,O
,of,0,O
,hay,0,O
,",",0,O
,leaving,0,O
,nothing,0,O
,to,0,O
,be,0,O
,seen,0,O
,but,0,O
,the,0,O
,tips,0,O
,of,0,O
,his,0,O
,horns,0,O
,.,0,O
Sentence: 2,Soon,0,O
,after,0,O
,the,0,O
,Hunters,0,B-per
,came,0,O
,up,0,O
,and,0,O
,asked,0,O
,if,0,O
,any,0,O
,one,0,O
,had,0,O
,seen,0,O
,the,0,O
,Hart,0,B-per
,.,0,O
Sentence: 3,The,0,O
,stable,0,O
,boys,0,B-per
,",",0,O
,who,0,O
,had,0,O
,been,0,O
,resting,0,O
,after,0,O
,their,0,O
,dinner,0,O
,",",0,O
,looked,0,O
,round,0,O
,",",0,O
,but,0,O
,could,0,O
,see,0,O
,nothing,0,O
,",",0,O
,and,0,O
,the,0,O
,Hunters,0,B-per
,went,0,O
,away,0,O
,.,0,O
Sentence: 4,Shortly,0,O
,afterwards,0,O
,the,0,O
,master,0,B-per
,came,0,O
,in,0,O
,",",0,O
,and,0,O
,looking,0,O
,round,0,O
,",",0,O
,saw,0,O
,that,0,O
,something,0,O
,unusual,0,O
,had,0,O
,taken,0,O
,place,0,O
,.,0,O
Sentence: 5,He,0,O
,pointed,0,O
,to,0,O
,the,0,O
,truss,0,O
,of,0,O
,hay,0,O
,and,0,O
,said,0,O
,:,0,O
,“,0,O
,What,0,O
,are,0,O
,those,0,O
,two,0,O
,curious,0,O
,things,0,O
,sticking,0,O
,out,0,O
,of,0,O
,the,0,O
,hay,0,O
,?,0,O
,”,0,O
,And,0,O
,when,0,O
,the,0,O
,stable,0,O
,boys,0,B-per
,came,0,O
,to,0,O
,look,0,O
,they,0,O
,discovered,0,O
,the,0,O
,Hart,0,B-per
,",",0,O
,and,0,O
,soon,0,O
,made,0,O
,an,0,O
,end,0,O
,of,0,O
,him,0,O
,.,0,O
Sentence: 6,He,0,O
,thus,0,O
,learnt,0,O
,that,0,O
,Nothing,0,O
,escapes,0,O
,the,0,O
,master,0,B-per
,’,0,O
,s,0,O
,eye,0,O
,.,0,O
Sentence: 1,A,0,O
,Kid,0,B-per
,was,0,O
,perched,0,O
,up,0,O
,on,0,O
,the,0,O
,top,0,O
,of,0,O
,a,0,O
,house,0,O
,",",0,O
,and,0,O
,looking,0,O
,down,0,O
,saw,0,O
,a,0,O
,Wolf,0,B-per
,passing,0,O
,under,0,O
,him,0,O
,.,0,O
Sentence: 2,Immediately,0,O
,he,0,O
,began,0,O
,to,0,O
,revile,0,O
,and,0,O
,attack,0,O
,his,0,O
,enemy,0,O
,.,0,O
Sentence: 3,“,0,O
,Murderer,0,O
,and,0,O
,thief,0,O
,",",0,O
,”,0,O
,he,0,O
,cried,0,O
,",",0,O
,“,0,O
,what,0,O
,do,0,O
,you,0,O
,here,0,O
,near,0,O
,honest,0,O
,folks,0,O
,’,0,O
,houses,0,O
,?,0,O
Sentence: 4,How,0,O
,dare,0,O
,you,0,O
,make,0,O
,an,0,O
,appearance,0,O
,where,0,O
,your,0,O
,vile,0,O
,deeds,0,O
,are,0,O
,known,0,O
,?,0,O
,”,0,O
,“,0,O
,Curse,0,O
,away,0,O
,",",0,O
,my,0,O
,young,0,O
,friend,0,O
,",",0,O
,”,0,O
,said,0,O
,the,0,O
,Wolf,0,B-per
,.,0,O
Sentence: 5,“,0,O
,It,0,O
,is,0,O
,easy,0,O
,to,0,O
,be,0,O
,brave,0,O
,from,0,O
,a,0,O
,safe,0,O
,distance,0,O
,.,0,O
,”,0,O
Sentence: 1,One,0,O
,hot,0,O
,summer,0,O
,’,0,O
,s,0,O
,day,0,O
,a,0,O
,Fox,0,B-per
,was,0,O
,strolling,0,O
,through,0,O
,an,0,O
,orchard,0,O
,till,0,O
,he,0,O
,came,0,O
,to,0,O
,a,0,O
,bunch,0,O
,of,0,O
,Grapes,0,B-per
,just,0,O
,ripening,0,O
,on,0,O
,a,0,O
,vine,0,O
,which,0,O
,had,0,O
,been,0,O
,trained,0,O
,over,0,O
,a,0,O
,lofty,0,O
,branch,0,O
,.,0,O
Sentence: 2,“,0,O
,Just,0,O
,the,0,O
,thing,0,O
,to,0,O
,quench,0,O
,my,0,O
,thirst,0,O
,",",0,O
,”,0,O
,quoth,0,O
,he,0,O
,.,0,O
Sentence: 3,Drawing,0,O
,back,0,O
,a,0,O
,few,0,O
,paces,0,O
,",",0,O
,he,0,O
,took,0,O
,a,0,O
,run,0,O
,and,0,O
,a,0,O
,jump,0,O
,",",0,O
,and,0,O
,just,0,O
,missed,0,O
,the,0,O
,bunch,0,O
,.,0,O
Sentence: 4,Turning,0,O
,round,0,O
,again,0,O
,with,0,O
,a,0,O
,One,0,O
,",",0,O
,Two,0,O
,",",0,O
,Three,0,O
,",",0,O
,he,0,O
,jumped,0,O
,up,0,O
,",",0,O
,but,0,O
,with,0,O
,no,0,O
,greater,0,O
,success,0,O
,.,0,O
Sentence: 5,Again,0,O
,and,0,O
,again,0,O
,he,0,O
,tried,0,O
,after,0,O
,the,0,O
,tempting,0,O
,morsel,0,O
,",",0,O
,but,0,O
,at,0,O
,last,0,O
,had,0,O
,to,0,O
,give,0,O
,it,0,O
,up,0,O
,",",0,O
,and,0,O
,walked,0,O
,away,0,O
,with,0,O
,his,0,O
,nose,0,O
,in,0,O
,the,0,O
,air,0,O
,",",0,O
,saying,0,O
,:,0,O
,“,0,O
,I,0,O
,am,0,O
,sure,0,O
,they,0,O
,are,0,O
,sour.,0,O
,”,0,O
,It,0,O
,is,0,O
,easy,0,O
,to,0,O
,despise,0,O
,what,0,O
,you,0,O
,can,0,O
,not,0,O
